iTrial,plexonGoTime,Success,eyeCond,Presentation 1,Presentation 2,Presentation 3,Presentation 4,Presentation 5,Presentation 6,Presentation 7,Presentation 8,Presentation 9,Presentation 10
1.000000,6474.224000,1.000000,3.000000,0.500284,0.500011,0.500009,0.500010,0.500010,0.500009,0.500010,0.500010,0.500022,0.500006
2.000000,6492.799000,1.000000,2.000000,0.500014,0.500012,0.500014,0.500010,0.500025,0.500013,0.500011,0.500012,0.500010,0.500016
3.000000,6508.636000,1.000000,1.000000,0.500014,0.500029,0.500007,0.500010,0.500009,0.500019,0.500015,0.500024,0.500016,0.500015
4.000000,6519.967000,1.000000,3.000000,0.500013,0.500016,0.500017,0.500010,0.500010,0.500011,0.500010,0.500010,0.500013,0.500013
5.000000,6531.513000,1.000000,2.000000,0.500014,0.500027,0.500016,0.500011,0.500024,0.500013,0.500016,0.500019,0.500019,0.500008
6.000000,6542.664000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.000000,6555.040000,1.000000,1.000000,0.500013,0.500015,0.500013,0.500012,0.500014,0.500010,0.500037,0.500010,0.500011,0.500014
7.000000,6571.038000,1.000000,2.000000,0.500013,0.500012,0.500013,0.500018,0.500005,0.500006,0.500011,0.500045,0.500014,0.500016
8.000000,6582.344000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.000000,6593.375000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.000000,6604.375000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.000000,6615.712000,1.000000,1.000000,0.500017,0.500015,0.500019,0.500015,0.500016,0.500035,0.500017,0.500012,0.500014,0.500013
9.000000,6629.071000,1.000000,3.000000,0.500013,0.500012,0.500012,0.500051,0.500013,0.500014,0.500017,0.500016,0.500016,0.500016
10.000000,6640.431000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.000000,6652.656000,1.000000,3.000000,0.500014,0.500015,0.500017,0.500017,0.500017,0.500016,0.500017,0.500015,0.500012,0.500013
11.000000,6663.562000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.000000,6674.889000,1.000000,2.000000,0.500016,0.500017,0.500018,0.500022,0.500013,0.500013,0.500013,0.500013,0.500014,0.500012
12.000000,6688.266000,1.000000,1.000000,0.500015,0.500015,0.500011,0.500013,0.500063,0.500008,0.500014,0.500012,0.500013,0.500013
13.000000,6699.502000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.000000,6710.362000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.000000,6721.271000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.000000,6732.739000,1.000000,2.000000,0.500010,0.500014,0.500040,0.500014,0.500016,0.500011,0.500016,0.500016,0.500015,0.500017
14.000000,6744.487000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.000000,6755.622000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.000000,6767.012000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.000000,6778.233000,1.000000,1.000000,0.500010,0.500028,0.500012,0.500010,0.500020,0.500013,0.500009,0.500012,0.500010,0.500013
15.000000,6789.434000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15.000000,6800.746000,1.000000,3.000000,0.500014,0.500014,0.500016,0.500012,0.500011,0.500012,0.500013,0.500013,0.500015,0.500013
16.000000,6811.839000,1.000000,2.000000,0.500042,0.500014,0.500035,0.500040,0.500046,0.500014,0.500011,0.500012,0.500014,0.500011
17.000000,6823.012000,1.000000,3.000000,0.500011,0.500012,0.500012,0.500013,0.500012,0.500013,0.500014,0.500012,0.500013,0.500013
18.000000,6834.231000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.000000,6845.902000,1.000000,1.000000,0.500018,0.500017,0.500016,0.500019,0.500017,0.500015,0.500011,0.500011,0.500013,0.500019
