iTrial,plexonGoTime,Success,trialType,eyeCond,Check Size (arcmin),trialLocalGoTime,Stim 1 dur,Stim 1 start,Stim 1 end
1.000000,7298.817000,0.000000,2.000000,2.000000,60.000000,71024.824311,0.000000,0.000000,0.000000
1.000000,7344.705000,0.000000,2.000000,2.000000,60.000000,71070.716566,0.000000,0.000000,0.000000
1.000000,7397.815000,1.000000,2.000000,2.000000,60.000000,71123.817879,5.026101,71124.286586,71129.287123
2.000000,7410.489000,0.000000,6.000000,3.000000,15.000000,71136.507950,0.000000,0.000000,0.000000
2.000000,7421.098000,1.000000,6.000000,3.000000,15.000000,71147.095001,5.023915,71147.572165,71152.572667
3.000000,7431.550000,1.000000,1.000000,1.000000,60.000000,71157.543025,5.021305,71158.006484,71163.007029
4.000000,7447.756000,0.000000,3.000000,3.000000,60.000000,71173.753157,0.000000,0.000000,0.000000
4.000000,7459.302000,1.000000,3.000000,3.000000,60.000000,71185.297209,5.019610,71185.759160,71190.759657
5.000000,7469.991000,1.000000,5.000000,2.000000,15.000000,71195.980291,5.027287,71196.451857,71201.452319
6.000000,7480.632000,1.000000,4.000000,1.000000,15.000000,71206.618350,5.027096,71207.086197,71212.095055
7.000000,7491.569000,1.000000,5.000000,2.000000,15.000000,71217.572426,5.023943,71218.037262,71223.037736
8.000000,7502.366000,1.000000,2.000000,2.000000,60.000000,71228.366444,5.020488,71228.829947,71233.830435
9.000000,7513.179000,1.000000,4.000000,1.000000,15.000000,71239.175531,5.024669,71239.639315,71244.639801
10.000000,7523.740000,1.000000,1.000000,1.000000,60.000000,71249.739601,5.021698,71250.206954,71255.207478
11.000000,7533.960000,1.000000,6.000000,3.000000,15.000000,71259.959635,5.019312,71260.432943,71265.425159
12.000000,7545.209000,1.000000,3.000000,3.000000,60.000000,71271.202757,5.023416,71271.675695,71276.676192
13.000000,7555.928000,1.000000,6.000000,3.000000,15.000000,71281.916755,5.020346,71282.393398,71287.385528
14.000000,7566.021000,0.000000,1.000000,1.000000,60.000000,71292.010717,0.000000,0.000000,0.000000
14.000000,7576.675000,0.000000,1.000000,1.000000,60.000000,71302.669890,0.000000,0.000000,0.000000
14.000000,7587.238000,1.000000,1.000000,1.000000,60.000000,71313.223960,5.024522,71313.688020,71318.688520
15.000000,7597.754000,1.000000,4.000000,1.000000,15.000000,71323.738017,5.025679,71324.205731,71329.206234
16.000000,7608.535000,1.000000,3.000000,3.000000,60.000000,71334.517073,5.026174,71334.990089,71339.990605
17.000000,7634.786000,0.000000,5.000000,2.000000,15.000000,71360.794178,0.000000,0.000000,0.000000
17.000000,7648.099000,1.000000,5.000000,2.000000,15.000000,71374.092307,5.023263,71374.568870,71379.569366
18.000000,7659.365000,1.000000,2.000000,2.000000,60.000000,71385.360360,5.025785,71385.828277,71390.828756
