iTrial,plexonGoTime,Success,trialType,trialLocalGoTime,Stim 1 dur,Stim 1 start,Stim 1 end
1.000000,-1.000000,1.000000,1.000000,177626.989855,5.026862,177627.471255,177632.498424
2.000000,-1.000000,1.000000,8.000000,177636.506303,5.026622,177637.014193,177642.040847
3.000000,-1.000000,1.000000,2.000000,177646.042553,5.024551,-1.000000,177651.550414
