iTrial,plexonGoTime,Success,trialType,eyeCond,Check Size (arcmin),trialLocalGoTime,Stim 1 dur,Stim 1 start,Stim 1 end
1.000000,-1.000000,1.000000,4.000000,1.000000,15.000000,183204.400205,5.020034,183204.929186,183209.949270
2.000000,-1.000000,1.000000,7.000000,1.000000,3.750000,183213.958185,5.021658,183214.437097,183219.458782
3.000000,-1.000000,1.000000,8.000000,2.000000,3.750000,183223.460388,5.023524,183224.003052,183229.026601
4.000000,-1.000000,1.000000,1.000000,1.000000,60.000000,183233.028216,5.026833,183233.492627,183238.519486
5.000000,-1.000000,1.000000,3.000000,3.000000,60.000000,183242.521021,5.020143,183243.017140,183248.037307
6.000000,-1.000000,1.000000,5.000000,2.000000,15.000000,183252.038934,5.021533,-1.000000,183257.521804
