iTrial,plexonGoTime,Success,trialType,trialLocalGoTime,Stim 1 dur,Stim 1 start,Stim 1 end
1.000000,-1.000000,1.000000,4.000000,181344.525475,5.024278,181344.977180,181350.001503
2.000000,-1.000000,1.000000,1.000000,181354.003038,5.019739,181354.482941,181359.502705
3.000000,-1.000000,1.000000,8.000000,181363.504257,5.022423,181363.956416,181368.978865
4.000000,-1.000000,1.000000,6.000000,181372.980530,5.023775,181373.506246,181378.530046
5.000000,-1.000000,1.000000,9.000000,181382.531706,5.025910,181383.038649,181388.064594
6.000000,-1.000000,1.000000,3.000000,181392.066241,5.023695,181392.525381,181397.549100
7.000000,-1.000000,1.000000,7.000000,181401.550656,5.026961,181402.023290,181407.050277
8.000000,-1.000000,1.000000,5.000000,181411.051873,5.026512,181411.549947,181416.576524
9.000000,-1.000000,1.000000,2.000000,181420.578115,5.020496,-1.000000,181426.035971
