iTrial,plexonGoTime,Success,trialType,eyeCond,Check Size (arcmin),trialLocalGoTime,Stim 1 dur,Stim 1 start,Stim 1 end
1.000000,-1.000000,1.000000,3.000000,3.000000,60.000000,184725.664303,5.022718,184726.115455,184731.138213
2.000000,-1.000000,1.000000,6.000000,3.000000,15.000000,184735.144831,5.026521,184735.612871,184740.639420
3.000000,-1.000000,1.000000,5.000000,2.000000,15.000000,184744.640989,5.024262,184745.132933,184750.157248
4.000000,-1.000000,1.000000,8.000000,2.000000,3.750000,184754.158864,5.024510,184754.633955,184759.658492
5.000000,-1.000000,1.000000,2.000000,2.000000,60.000000,184763.660087,5.026599,184764.166319,184769.192955
6.000000,-1.000000,1.000000,9.000000,3.000000,3.750000,184773.194633,5.024415,184773.661356,184778.685795
7.000000,-1.000000,1.000000,7.000000,1.000000,3.750000,184782.687448,5.026082,-1.000000,184788.228660
