iTrial,plexonGoTime,Success,trialType,eyeCond,Check Size (arcmin),trialLocalGoTime,Stim 1 dur,Stim 1 start,Stim 1 end
1.000000,544637.462000,1.000000,3.000000,3.000000,60.000000,623941.189730,5.026375,623941.712008,623946.712471
2.000000,544648.212000,1.000000,6.000000,3.000000,15.000000,623951.924654,5.022150,623952.396341,623957.396771
3.000000,544658.347000,0.000000,2.000000,2.000000,60.000000,623962.061637,0.000000,0.000000,0.000000
3.000000,544668.066000,1.000000,2.000000,2.000000,60.000000,623971.766702,5.026335,623972.256522,623977.256955
4.000000,544677.830000,0.000000,4.000000,1.000000,15.000000,623981.531737,0.000000,0.000000,0.000000
4.000000,544688.160000,1.000000,4.000000,1.000000,15.000000,623991.873806,5.020691,623992.400030,623997.400465
5.000000,544698.200000,1.000000,5.000000,2.000000,15.000000,624001.905755,5.020029,624002.392617,624007.384753
6.000000,544708.013000,1.000000,1.000000,1.000000,60.000000,624011.716800,5.020106,624012.193513,624017.193971
7.000000,544717.856000,1.000000,3.000000,3.000000,60.000000,624021.556818,5.022907,624022.061113,624027.053226
8.000000,544728.084000,1.000000,6.000000,3.000000,15.000000,624031.776831,5.020745,624032.270371,624037.270833
9.000000,544739.020000,1.000000,2.000000,2.000000,60.000000,624042.709911,5.028204,624043.213077,624048.213499
10.000000,544749.988000,1.000000,1.000000,1.000000,60.000000,624053.677886,5.019643,624054.139058,624059.139515
11.000000,544760.124000,0.000000,5.000000,2.000000,15.000000,624063.798918,0.000000,0.000000,0.000000
11.000000,544771.358000,1.000000,5.000000,2.000000,15.000000,624075.032078,5.025726,624075.524339,624080.524839
12.000000,544784.075000,1.000000,4.000000,1.000000,15.000000,624087.759992,5.026152,624088.283890,624093.284347
13.000000,544799.663000,0.000000,2.000000,2.000000,60.000000,624103.332096,0.000000,0.000000,0.000000
13.000000,544811.444000,1.000000,2.000000,2.000000,60.000000,624115.121064,5.022036,624115.619727,624120.611897
14.000000,544822.501000,1.000000,1.000000,1.000000,60.000000,624126.149133,5.026807,624126.679098,624131.679574
15.000000,544833.066000,1.000000,5.000000,2.000000,15.000000,624136.734102,5.026835,624137.221748,624142.222198
16.000000,544844.468000,1.000000,4.000000,1.000000,15.000000,624148.122177,5.020313,624148.672811,624153.673240
17.000000,544860.337000,1.000000,6.000000,3.000000,15.000000,624163.979180,5.023142,624164.482582,624169.474747
18.000000,544871.805000,1.000000,3.000000,3.000000,60.000000,624175.449263,5.020732,624175.983638,624180.984087
